Order,Season,Episode,Character Killed,Killer,Method,Method Category,Reason,Location,Importance,Allegiance death,Allegiance killer
6015,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6016,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6017,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6018,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6019,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6020,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6021,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6022,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6023,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6024,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6025,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6026,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6027,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6028,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6029,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6030,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6031,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6032,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6033,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6034,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6035,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6036,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6037,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6038,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6039,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6040,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6041,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6042,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6043,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6044,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6045,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6046,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6047,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6048,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6049,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6050,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6051,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6052,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6053,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6054,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6055,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6056,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6057,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6058,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6059,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6060,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6061,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6062,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6063,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6064,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6065,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6066,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6067,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6068,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6069,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6070,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6071,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6072,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6073,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6074,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6075,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6076,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6077,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6078,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6079,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6080,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6081,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6082,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6083,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6084,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6085,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6086,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6087,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6088,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6089,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6090,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6091,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6092,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6093,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6094,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6095,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6096,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6097,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6098,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6099,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6100,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6101,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6102,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6103,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6104,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6105,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6106,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6107,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6108,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6109,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6110,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6111,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6112,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6113,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6114,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6115,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6116,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6117,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6118,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6119,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6120,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6121,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
6122,8,5,Golden Company soldier,Drogon,Dragonfire,Animal,Killed when Daenerys Targaryen attacked King’s Landing,King’s Landing,1.0,Golden Company,House Lannister
